Ion Type (raw),Ion Type,Structure Type (raw),Structure Group,Doping / and or GB Strategy,Superionic Conductor Formula (Chemical),Conductivity σ (S/cm) (raw),Conductivity σ (S/cm),Activation Energy Ea (eV) (raw),Activation Energy Ea (eV),Temperature (°C)
Li⁺,Li+,Halide (trigonal),Halide,0.3 S²⁻ substitution for Cl⁻,Li₂.₃ZrCl₅.₇S₀.₃,7.90×10⁻⁴ / 25 °C,7.9,0.35,0.35,25.0
Li⁺,Li+,β-Li₃PS₄ (no thio-LISICON II),Other,–,Li₁₀P₃S₁₂Cl (LPSCl),6.0e-4 / 25,0.0006,0.268,0.268,
Li⁺,Li+,thio-LISICON II (LGPS-analog),Other,–,Li₁₀P₃S₁₂Br (LPSBr),1.7e-3 / 25,0.0017,0.288,0.288,
Li⁺,Li+,thio-LISICON II (LGPS-analog),Other,–,Li₁₀P₃S₁₂I (LPSI),2.9e-3 / 25,0.0029,0.209,0.209,
Li⁺,Li+,thio-LISICON II (LGPS-analog),Other,Mixed-halide solid solution (Br/I),Li₁₀P₃S₁₂Br₀.₆I₀.₄,3.9e-3 / 25,0.0039,0.204,0.204,
Li⁺,Li+,β-Li₃PS₄ (no thio-LISICON II),Other,–,Li₁₀P₃S₁₂Cl (LPSCl),6.0e-4 / 25,0.0006,0.268,0.268,
Li⁺,Li+,thio-LISICON II (LGPS-analog),Other,–,Li₁₀P₃S₁₂Br (LPSBr),1.7e-3 / 25,0.0017,0.288,0.288,
Li⁺,Li+,thio-LISICON II (LGPS-analog),Other,–,Li₁₀P₃S₁₂I (LPSI),2.9e-3 / 25,0.0029,0.209,0.209,
Li⁺,Li+,thio-LISICON II (LGPS-analog),Other,Mixed-halide solid solution (Br/I),Li₁₀P₃S₁₂Br₀.₆I₀.₄,3.9e-3 / 25,0.0039,0.204,0.204,
Li⁺,Li+,Halide (trigonal P3̅m1),Halide,–,Li₃YCl₆ (x=0),5.0×10⁻⁴ / 25 °C,5.0,0.360,0.36,25.0
Li⁺,Li+,Halide (trigonal),Halide,5% Hf⁴⁺ substitution for Y³⁺,Li₂.₉Y₀.₉₅Hf₀.₀₅Cl₆ (x=0.05),8.7×10⁻⁴ / 25 °C,8.7,0.345,0.345,25.0
Li⁺,Li+,Halide (trigonal),Halide,10% Hf⁴⁺ substitution for Y³⁺,Li₂.₇Y₀.₉Hf₀.₁Cl₆ (x=0.1),1.49×10⁻³ / 25 °C,1.49,0.331,0.331,25.0
Li⁺,Li+,Halide (trigonal),Halide,20% Hf⁴⁺ substitution for Y³⁺,Li₂.₅Y₀.₈Hf₀.₂Cl₆ (x=0.2),1.10×10⁻³ / 25 °C,1.1,0.338,0.338,25.0
Li⁺,Li+,Argyrodite (F-43m),Argyrodite,Halide incorporation,Li₆PS₅Cl (x=1),2.5×10⁻³ / 25 °C,2.5,0.29,0.29,25.0
Li⁺,Li+,Argyrodite,Argyrodite,Cl-rich solid solution,Li₆.₂₅PS₅.₂₅Cl₀.₇₅ (x=0.75),3.1×10⁻³ / 25 °C,3.1,0.27,0.27,25.0
Li⁺,Li+,Argyrodite,Argyrodite,Cl-rich solid solution,Li₆.₅PS₅.₅Cl₀.₅ (x=0.5),3.5×10⁻³ / 25 °C,3.5,0.26,0.26,25.0
Li⁺,Li+,Argyrodite,Argyrodite,Low Cl,Li₆.₈PS₅.₈Cl₀.₂ (x=0.2),2.8×10⁻³ / 25 °C,2.8,0.28,0.28,25.0
Li⁺,Li+,Halide (monoclinic C2/m),Halide,–,Li₃InBr₆,2.3×10⁻³ / 25 °C,2.3,0.33,0.33,25.0
Li⁺,Li+,Halide (monoclinic),Halide,10% Y³⁺ for In³⁺,Li₃In₀.₉Y₀.₁Br₆,3.6×10⁻³ / 25 °C,3.6,0.30,0.3,25.0
Li⁺,Li+,Halide (monoclinic),Halide,10% Ga³⁺ for In³⁺,Li₃In₀.₉Ga₀.₁Br₆,3.3×10⁻³ / 25 °C,3.3,0.31,0.31,25.0
Li⁺,Li+,Halide (orthorhombic Pnma),Halide,Lanthanide replacement,Li₃GdBr₆,5.2×10⁻³ / 25 °C,5.2,0.28,0.28,25.0
Li⁺,Li+,Halide (orthorhombic),Halide,Lanthanide replacement,Li₃TbBr₆,4.8×10⁻³ / 25 °C,4.8,0.29,0.29,25.0
Li⁺,Li+,Halide (orthorhombic),Halide,Lanthanide replacement,Li₃HoBr₆,4.5×10⁻³ / 25 °C,4.5,0.30,0.3,25.0
Li⁺,Li+,Halide (orthorhombic),Halide,Lanthanide replacement,Li₃TmBr₆,4.1×10⁻³ / 25 °C,4.1,0.31,0.31,25.0
Li⁺,Li+,Halide (orthorhombic),Halide,Lanthanide replacement,Li₃LuBr₆,3.9×10⁻³ / 25 °C,3.9,0.32,0.32,25.0
Li⁺,Li+,Halide (trigonal P3̅m1),Halide,–,Li₂ZrCl₆ (x=0),0.72×10⁻³ / 25 °C,0.72,0.35,0.35,25.0
Li⁺,Li+,Halide (trigonal),Halide,30% Ta⁵⁺ substitution for Zr⁴⁺,Li1.7Zr0.7Ta0.3Cl6 (x=0.3),1.42×10⁻³ / 25 °C,1.42,0.29,0.29,25.0
Li⁺,Li+,Halide (trigonal),Halide,27% Ta⁵⁺ substitution for Zr⁴⁺,Li₂.₁Zr₀.₈₃Ta₀.₂₇Cl₆,1.68×10⁻³ / 25 °C,1.68,0.28,0.28,25.0
Li⁺,Li+,Halide (trigonal P3̅m1),Halide,–,Li₃ScCl₆ (x=0),0.91×10⁻³ / 25 °C,0.91,0.37,0.37,25.0
Li⁺,Li+,Halide (trigonal),Halide,Excess LiCl (site-occupation tuning),Li₃.₂ScCl₆.₂ (x=0.2),1.64×10⁻³ / 25 °C,1.64,0.33,0.33,25.0
Li⁺,Li+,Halide (trigonal),Halide,Excess LiCl (site-occupation tuning),Li₃.₄ScCl₆.₄ (x=0.4),2.10×10⁻³ / 25 °C,2.1,0.30,0.3,25.0
Li⁺,Li+,Halide (trigonal P3̅m1),Halide,–,Li₃YCl₆ (ampule),0.72×10⁻³ / 25 °C,0.72,0.35,0.35,25.0
Li⁺,Li+,Halide (trigonal),Halide,–,Li₃YCl₆ (mechanochemical),0.95×10⁻³ / 25 °C,0.95,0.33,0.33,25.0
Li⁺,Li+,Halide (monoclinic C2/m),Halide,–,Li₃YBr₆ (ampule),0.84×10⁻³ / 25 °C,0.84,0.34,0.34,25.0
Li⁺,Li+,Halide (monoclinic),Halide,–,Li₃YBr₆ (mechanochemical),1.05×10⁻³ / 25 °C,1.05,0.31,0.31,25.0
Li⁺,Li+,NASICON (rhombohedral R-3c),NASICON,–,Li1.5Al0.5Ge1.5(PO4)3 (LAGP),σtotal=3.5×10⁻⁴; σgrain=6.9×10⁻⁴; σGB=7.12×10⁻⁴ / RT,6.9,Ea(total)=0.41; Ea(grain)=0.34,0.34,
Li⁺,Li+,NASICON (R-3c),NASICON,1 mol % Sb³⁺ substitution for Ge⁴⁺,Li1.5+0.01Al0.5Sb0.01Ge1.49(PO4)3 (Sb1),σtotal=5.4×10⁻⁴; σgrain=8.3×10⁻⁴; σGB=11.8×10⁻⁴ / RT,8.3,Ea(total)=0.38; Ea(grain)=0.34,0.34,
Li⁺,Li+,NASICON (R-3c),NASICON,3 mol % Sb³⁺ substitution,Li1.5+0.03Al0.5Sb0.03Ge1.47(PO4)3 (Sb3),σtotal=5.6×10⁻⁴; σgrain=10.2×10⁻⁴; σGB=12.5×10⁻⁴ / RT,10.2,Ea(total)=0.37; Ea(grain)=0.34,0.34,
Li⁺,Li+,NASICON (R-3c),NASICON,5 mol % Sb³⁺ substitution,Li1.5+0.05Al0.5Sb0.05Ge1.45(PO4)3 (Sb5),σtotal=6.0×10⁻⁴; σgrain=14.1×10⁻⁴; σGB=17.9×10⁻⁴ / RT,14.1,Ea(total)=0.36; Ea(grain)=0.35,0.35,
Li⁺,Li+,NASICON (R-3c),NASICON,7 mol % Sb³⁺ substitution,Li1.5+0.07Al0.5Sb0.07Ge1.43(PO4)3 (Sb7),σtotal=7.7×10⁻⁴; σgrain=15.2×10⁻⁴; σGB=24.1×10⁻⁴ / RT,15.2,Ea(total)=0.36; Ea(grain)=0.34,0.34,
Li⁺,Li+,NASICON (rhombohedral),NASICON,–,Li1.3Al0.3Ti1.7(PO4)3 (baseline),2.1×10⁻⁴ / 25 °C,2.1,0.36,0.36,25.0
Li⁺,Li+,NASICON,NASICON,0.05 Zr⁴⁺ substitution for Ti⁴⁺,Li1.3Al0.3Ti1.65Zr0.05(PO4)3,3.4×10⁻⁴ / 25 °C,3.4,0.34,0.34,25.0
Li⁺,Li+,NASICON,NASICON,0.05 V⁵⁺ substitution for Ti⁴⁺,Li1.3Al0.3Ti1.65V0.05(PO4)3,3.1×10⁻⁴ / 25 °C,3.1,0.35,0.35,25.0
Li⁺,Li+,NASICON,NASICON,0.05 Co²⁺ substitution,Li1.3Al0.3Ti1.65Co0.05(PO4)3,2.9×10⁻⁴ / 25 °C,2.9,0.35,0.35,25.0
Li⁺,Li+,NASICON,NASICON,0.05 Cu²⁺ substitution,Li1.3Al0.3Ti1.65Cu0.05(PO4)3,2.7×10⁻⁴ / 25 °C,2.7,0.36,0.36,25.0
Li⁺,Li+,NASICON,NASICON,0.05 Sn⁴⁺ substitution,Li1.3Al0.3Ti1.65Sn0.05(PO4)3,2.8×10⁻⁴ / 25 °C,2.8,0.35,0.35,25.0
Li⁺,Li+,NASICON (rhombohedral),NASICON,–,Li₁.₃Al₀.₃Ti₁.₇(PO₄)₃ (NASICON baseline),2.1×10⁻⁴ / 25 °C,2.1,0.36,0.36,25.0
Li⁺,Li+,NASICON,NASICON,0.2 As⁵⁺ substitution for Ti⁴⁺,Li₁.₃Al₀.₃As₀.₂Ti₁.₅(PO₄)₃ (As-doped NASICON),3.8×10⁻⁴ / 25 °C,3.8,0.32,0.32,25.0
Li⁺,Li+,NASICON–glass composite,NASICON,As-doped + 3 wt% lithium phosphate glass additive,"LAAs₀.₂TP-G (NASICON–glass composite, 3 wt% glass)",5.2×10⁻⁴ / 25 °C,5.2,0.29,0.29,25.0
Na⁺,Na+,NASICON-type,NASICON,"Tri-site co-doping: 3% K⁺ for Na⁺, 0.05 Al³⁺ for Ti⁴⁺, 0.05 (SiO₄) for (PO₄) + conductive carbon coating",Na₀.₉₇K₀.₀₃Ti₁.₉₅Al₀.₀₅(PO₄)₂.₉₅(SiO₄)₀.₀₅/C (NTP-KAS),–,,–,,
Na⁺,Na+,NASICON-type,NASICON,–,Na₂TiV(PO₄)₃/C (NTVP),–,,–,,
Na⁺,Na+,NASICON-type,NASICON,Co²⁺ substitution for Ti⁴⁺+V³⁺ plus rGO conductive additive,Na₃Co₂/₃Ti₂/₃V₂/₃(PO₄)₃/C/rGO (NCTVP),–,,–,,
Na⁺,Na+,NASICON-type,NASICON,–,Na₄VMn(PO₄)₃/C (baseline),"2.15×10⁻³ (electronic, four-probe) / RT",2.15,–,,
Na⁺,Na+,NASICON-type,NASICON,0.1 W⁶⁺ substitution for Mn²⁺,Na₃.₆VMn₀.₉W₀.₁(PO₄)₃/C (VMW-0.1),"4.27×10⁻³ (electronic, four-probe) / RT",4.27,–,,
Na⁺,Na+,NASICON-type,NASICON,0.2 W⁶⁺ substitution for Mn²⁺,Na₃.₂VMn₀.₈W₀.₂(PO₄)₃/C (VMW-0.2),"3.95×10⁻³ (electronic, four-probe) / RT",3.95,–,,
Li⁺,Li+,Halide (trigonal),Halide,–,Li₂ZrCl₆ (baseline),0.48×10⁻³ / 25 °C,0.48,0.356,0.356,25.0
Li⁺,Li+,Halide (trigonal),Halide,Rare earth Dy³⁺ doping + Ta⁵⁺ substitution,Li₂.₁Zr₀.₈Dy₀.₁₅Ta₀.₀₅Cl₆ (LZDTC),1.67×10⁻³ / 25 °C,1.67,0.272,0.272,25.0
Li⁺,Li+,Halide (trigonal),Halide,Rare earth Ce³⁺ doping + Ta⁵⁺ substitution,Li₂.₁Zr₀.₈Ce₀.₁₅Ta₀.₀₅Cl₆,1.54×10⁻³ / 25 °C,1.54,0.279,0.279,25.0
Li⁺,Li+,Halide (amorphous–crystalline composite),Halide,"Multiple-cation (Ta, Zr, Al, Ca) doped LaCl₃-based system",HELa0.5: 0.5LiCl–xLaCl₃(TaCl₅·ZrCl₄·AlCl₃·CaCl₂)₁/₄(1–x),0.82×10⁻³ / 25 °C,0.82,0.34,0.34,25.0
Na⁺,Na+,Tetragonal (superionic),Other,–,Na₃SbS₄ (baseline),0.4×10⁻³ / 25 °C,0.4,0.31,0.31,25.0
Na⁺,Na+,Tetragonal,Other,Iso-valent V⁵⁺ for Sb⁵⁺,Na₃Sb₁₋ₓVₓS₄ (x≤0.2),0.6×10⁻³ / 25 °C (x=0.1),0.6,0.30,0.3,25.0
Na⁺,Na+,Tetragonal,Other,Iso-valent Nb⁵⁺ for Sb⁵⁺,Na₃Sb₁₋ₓNbₓS₄ (x≤0.2),0.5×10⁻³ / 25 °C (x=0.1),0.5,0.30,0.3,25.0
Na⁺,Na+,Tetragonal,Other,Iso-valent Ta⁵⁺ for Sb⁵⁺,Na₃Sb₁₋ₓTaₓS₄ (x≤0.2),0.48×10⁻³ / 25 °C (x=0.1),0.48,0.31,0.31,25.0
Na⁺,Na+,Tetragonal (Na₃SbS₄-type),Other,W⁶⁺ supervalent substitution for Sb⁵⁺ creating Na vacancies,Na₂.₉Sb₀.₉W₀.₁S₄,σbulk 96 mS·cm⁻¹ / 293 K; σtotal ≈10 mS·cm⁻¹ / 293 K; σbulk 1.8 mS·cm⁻¹ / –130 °C,96.0,"Ea,bulk 0.11; Ea,total 0.17–0.20",0.17,130.0
Li⁺,Li+,Cubic argyrodite (F-43m),Argyrodite,Bi + F dual-doping (BiF₃ replacing part of LiCl and P₂S₅),Li₅.₅₄P₀.₉₈Bi₀.₀₂S₄.₅Cl₁.₄₄F₀.₀₆ (LPBiSClF₀.₀₆),5.37 mS·cm⁻¹ / RT,5.37,0.28,0.28,
K⁺,K+,Cubic K₃SbS₄ (I4̅3m),Other,Cl⁻ doping at S sites inducing ~4.17% K-vacancies,K₂.875SbS₃.875Cl₀.125 (2v-2Cl),14.8 mS·cm⁻¹ / 300 K,14.8,0.12,0.12,
K⁺,K+,Cubic K₃SbS₄ (I4̅3m),Other,Cl⁻ doping at S sites inducing ~2.08% K-vacancies,K₂.9375SbS₃.9375Cl₀.0625 (1v-1Cl),≈10⁻² S·cm⁻¹ (predicted); Dₖ~6.91×10⁻⁶ cm²·s⁻¹ at 1000 K,6.91,0.13,0.13,
Zn²⁺ (protective layer for Zn anode in AZIBs),Zn²+,NASICON (R3c),NASICON,–,Na₃V₂(PO₄)₃ (NVP),–,,–,,
Li⁺,Li+,Glassy sulfide,Amorphous,LiI doping + SiS₂ substitution (P:Si=6),"75Li₂S–25P₂S₅ + 40 mol% LiI (Si-doped, P:Si=6)",2.21×10⁻³ / 25 °C,2.21,0.253,0.253,25.0
Li⁺,Li+,Glassy sulfide,Amorphous,LiI doping (no Si),"75Li₂S–25P₂S₅ + 40 mol% LiI (without Si, “blank”)",~1.0×10⁻³ / 25 °C,1.0,~0.30,0.3,25.0
Li⁺,Li+,Argyrodite + glass composite (C:G=7),Argyrodite,Glass filler (P:Si=6),"Li₅.₄PS₄.₄Cl₁.₆ (argyrodite, composite)",~6.0×10⁻³ / 25 °C,6.0,–,,25.0
Li⁺,Li+,Glassy sulfide (monomer-rich Li₃PS₄–Li₄SiS₄ network),Amorphous,Halogen doping with LiI (40 mol%) + partial substitution of P₂S₅ by SiS₂ to suppress Li₂Sₓ formation,0.6((75+0.5x)Li₂S-(25-0.5x)P₂S₅-xSiS₂)-40LiI (optimal P:Si=6 composition),2.21e-3 / 25,0.00221,0.253,0.253,
Li⁺,Li+,Glassy sulfide,Amorphous,"– (no halogen, no Si doping)",75Li₂S–25P₂S₅ (blank glassy electrolyte),0.46e-3 / 25,0.00046,–,,
Li⁺,Li+,Argyrodite crystalline sulfide,Argyrodite,Cl⁻ as intrinsic halide; no extra doping (reference state-of-the-art),Li₆PS₅Cl (argyrodite),2.04e-3 / 25,0.00204,–,,
Li⁺,Li+,Argyrodite crystalline sulfide (high-Cl content),Argyrodite,Intrinsic high Cl⁻ content,Li₅.₄PS₄.₄Cl₁.₆ (high-Cl argyrodite),7.31e-3 / 25 (before composite),0.00731,–,,
Li⁺,Li+,Oxide polycrystalline (monoclinic C/2c),Other,– (baseline),LiTa₂PO₈ (LTPO),σ_bulk 1.99e-3 / 25; σ_total 1.3e-5 / 25,0.00199,0.44,0.44,
Li⁺,Li+,Oxide polycrystalline,Other,LiF sintering additive (removed on final sintering),LiTa₂PO₈–0.15LiF (LTPO–LiF),σ_total 7.3e-5 / 25,7.3e-05,–,,
Li⁺,Li+,Oxide polycrystalline (Hf-doped),Other,Hf⁴⁺ doping (0.05 mol) at Ta sites,Li₁.₀₅Hf₀.₀₅Ta₁.₉₅PO₈ (LHTPO),σ_bulk 1.72e-3 / 25; σ_total 4.3e-4 / 25,0.00172,0.35,0.35,
Li⁺,Li+,Oxide polycrystalline (Hf-doped + LiF sintering),Other,Hf⁴⁺ doping + LiF sintering additive,Li₁.₀₅Hf₀.₀₅Ta₁.₉₅PO₈–0.15LiF (LHTPO–LiF),σ_total 7.9e-4 / 25,0.00079,0.35,0.35,
Li⁺,Li+,Halide,Halide,F⁻ substitution (dual-halogen),Li₃InCl₄.₈F₁.₂,5.1e-4 / 25,0.00051,–,,
Li⁺,Li+,Sulfide (argyrodite-like),Argyrodite,Cl⁻ content x=1.5 (size-controlled particles),Li₅.₅PS₄.₅Cl₁.₅,4.98e-3 / 25,0.00498,–,,
Na⁺,Na+,Halide (double perovskite-like chloride),Halide,Sm and Ta substitution in Na₃Cl₆ framework,Na₀.₈₆SmTa₀.₄₃Cl₆,2.8e-3 / 25,0.0028,0.27,0.27,
Na⁺,Na+,Halide (double perovskite-like chloride),Halide,La and Ta substitution,NaLa₀.₉₅Ta₀.₄₃Cl₆,2.5e-3 / 25,0.0025,0.30,0.3,
Na⁺,Na+,Halide (double perovskite-like chloride),Halide,Ce and Ta substitution,NaCe₀.₈₃Ta₀.₅Cl₆,2.3e-3 / 25,0.0023,0.29,0.29,
Na⁺,Na+,Halide (double perovskite-like chloride),Halide,Nd and Ta substitution,NaNd₀.₈₃Ta₀.₅Cl₆,2.1e-3 / 25,0.0021,0.28,0.28,
Li⁺,Li+,"Halide (fluoride, predicted)",Halide,– (screened structure),Li₄ZrF₈,Predicted σ >10⁻³ / 25 (AIMD),10.0,–,,
Li⁺,Li+,"Halide (bromide, predicted)",Halide,– (screened structure),Li₃ErBr₆,–,,–,0.325,
Li⁺,Li+,"Halide (iodide, predicted)",Halide,– (screened structure),Li₂ZnI₄,Predicted σ >10⁻³ / 25 (AIMD),10.0,–,,
Ag⁺,Ag+,Delafossite oxide,Other,"– (stoichiometric, perfect crystal)",AgFeO₂ (delafossite),0.333 / 800 K,0.333,"0.374 (O–O), 0.412 (O–Fe–O)",0.374,
Ag⁺,Ag+,Delafossite oxide,Other,Ag-vacancy defects introduced,"AgFeO₂ (delafossite, Ag-deficient)",0.049 / 600 K,0.049,"0.374 (O–O), 0.412 (O–Fe–O)",0.374,
Li⁺,Li+,Sulfide,Other,–,Li₅B₇S₁₃,7.4e-2 / 25 °C (predicted RT),0.074,–,0.267,
Li⁺,Li+,Halide,Halide,–,Li₃ErCl₆,3e-4 / 25 °C (predicted RT),0.0003,–,0.351,
Li⁺,Li+,Sulfide,Other,–,Li₂B₂S₅,9.7e-3 / 25 °C (predicted RT),0.0097,–,0.32,
Li⁺,Li+,Sulfide,Other,–,LiAlS₂,5.84e-4 / 25,0.000584,0.333,0.333,
Li⁺,Li+,Halide,Halide,–,Li₃ErBr₆,–,,–,0.325,
Li⁺,Li+,Sulfide,Other,–,Li₂GePbS₄,4.81e-4 / 25,0.000481,0.373,0.373,
Li⁺,Li+,Sulfide,Other,–,LiBiS₂,1.73e-4 / 25,0.000173,0.194,0.194,
Li⁺,Li+,Other,Other,–,RbLi₆B₂O₆F,1.29e-4 / 25,0.000129,0.367,0.367,
Li⁺,Li+,Other,Other,–,BaLi(BS₂)₃,1.20e-4 / 25,0.00012,0.348,0.348,
Li⁺,Li+,Halide,Halide,–,Li₂VCl₅,"9.79e-5 / 35 (EIS, experimental)",9.79e-05,0.39,0.39,
Li⁺,Li+,Halide,Halide,–,LiGaI₄,"1.67e-5 / 35 (EIS, experimental)",1.67e-05,0.48,0.48,
Li⁺,Li+,Oxide (predicted),Other,–,Li₄.₅TiO₃.₂₅,4.399e-2 / 25 (AIMD),0.04399,–,,
Li⁺,Li+,Phosphate (predicted),Other,–,Li₆V₃Fe(PO₄)₆,1.182e-2 / 25 (AIMD),0.01182,–,,
Li⁺,Li+,Halide (predicted),Halide,–,Li₂ZnBr₄,3.000e-2 / 25 (AIMD),0.03,–,,
Li⁺,Li+,Halide (predicted),Halide,–,LiGaBr₄,2.819e-2 / 25 (AIMD),0.02819,–,,
Li⁺/Na⁺,Li+,Halide fluoride (predicted),Halide,–,Na₂.₅Li₂.₂₅Sc₂F₁₂,2.25e-3 / 25 (AIMD),0.00225,–,,
Li⁺/Na⁺,Na+,Halide fluoride (predicted),Halide,–,Na₂.₅Li₂.₂₅Sc₂F₁₂,2.25e-3 / 25 (AIMD),0.00225,–,,
Li⁺,Li+,Halide (tetragonal P42/m),Halide,–,LiSbCl₆ (LSC),"6.97e-2 / 25 (AIMD, predicted)",0.0697,0.16 (c-axis dominant),0.16,
Li⁺,Li+,Thiophosphate (LGPS-type),Other,–,Li₁₀GeP₂S₁₂ (x=0),~1.2e-2 / 25 (exp.),0.012,~0.21,0.21,
Li⁺,Li+,Thiophosphate (LGPS-type),Other,Partial Ge→Sn substitution,Li₁₀Ge₀.₆₇Sn₀.₃₃P₂S₁₂,~6.0e-3 / 25 (exp.),0.006,~0.24,0.24,
Li⁺,Li+,Thiophosphate (LGPS-type),Other,Higher Sn substitution,Li₁₀Ge₀.₃₃Sn₀.₆₇P₂S₁₂,~2.5e-3 / 25 (exp.),0.0025,~0.27,0.27,
Li⁺,Li+,Thiophosphate (LGPS-type),Other,Full Ge→Sn substitution,Li₁₀SnP₂S₁₂ (x=1),~1.0e-3 / 25 (exp.),0.001,~0.30,0.3,
Li⁺,Li+,Argyrodites,Argyrodite,–,Li₆PS₅Cl,– (only D: 0.7e-6 cm²/s @300 K; 5–7e-6 cm²/s @600 K),,0.11–0.16,0.11,
Li⁺,Li+,Argyrodites,Argyrodite,–,Li₆PS₅Br,~1.0e-3 / 25,0.001,0.21–0.30,0.21,
Li⁺,Li+,Argyrodites,Argyrodite,–,Li₆PS₅I,~1.0e-6 / 25,1e-06,~0.47,0.47,
Li⁺,Li+,Argyrodites,Argyrodite,Mixed halide (Cl/Br),Li₆PS₅Cl₀.₅Br₀.₅,~1.0e-3 / 25,0.001,~0.30,0.3,
Li⁺,Li+,Argyrodites,Argyrodite,Mixed halide (Br/I),Li₆PS₅Br₀.₅I₀.₅,5.77e-4 / 25 (exp.),0.000577,0.34,0.34,
Li⁺,Li+,Argyrodites,Argyrodite,Anion disorder studied computationally,Li₆PS₅Cl,– (only D: 0.7e-6 cm²/s @300 K; 5–7e-6 cm²/s @600 K),,0.11–0.16,0.11,
Li⁺,Li+,Argyrodites,Argyrodite,Anion disorder studied computationally,Li₆PS₅Br,~1.0e-3 / 25,0.001,0.21–0.30,0.21,
Li⁺,Li+,Argyrodites,Argyrodite,Anion disorder studied computationally,Li₆PS₅I,~1.0e-6 / 25,1e-06,~0.47,0.47,
Li⁺,Li+,Polymer (polythiourea),Polymeric,LiClO₄-doped PTU1,PTU1 + LiClO₄ (PSE1),1.23e-4 / 60,0.000123,0.28,0.28,
Li⁺,Li+,Polymer (polythiourea),Polymeric,LiClO₄-doped PTU2,PTU2 + LiClO₄ (PSE2),1.45e-4 / 60,0.000145,0.27,0.27,
Li⁺,Li+,Polymer (polythiourea),Polymeric,LiClO₄-doped PTU3,PTU3 + LiClO₄ (PSE3),1.62e-4 / 60,0.000162,0.25,0.25,
Li⁺,Li+,Inorganic nanofiber,Other,"Li,F codoping in hydroxyapatite lattice","Li-HA-F nanofiber (Li,F-doped hydroxyapatite)",1.26e-2 / 25 (exp.),0.0126,–,,
Li⁺,Li+,Polymer composite,Polymeric,PEO-LiTFSI matrix reinforced with Li-HA-F nanofiber,Composite solid electrolyte (CSE: PEO-LiTFSI + Li-HA-F nanofiber),4.0e-4 / 30 (exp.),0.0004,0.23,0.23,
Li⁺,Li+,Inorganic nanofiber,Other,"Li,F codoping in hydroxyapatite lattice","Li-HA-F nanofiber (Li,F-doped hydroxyapatite)",1.26e-2 / 25 (exp.),0.0126,–,,
Li⁺,Li+,Polymer composite,Polymeric,PEO-LiTFSI matrix reinforced with Li-HA-F nanofiber,Composite solid electrolyte (CSE: PEO-LiTFSI + Li-HA-F nanofiber),4.0e-4 / 30 (exp.),0.0004,0.23,0.23,
Li⁺,Li+,Polymer composite with superionic filler,Polymeric,PVDF-LiTFSI matrix reinforced with Li-NC soft filler,Li-NC soft filler in PVDF + LiTFSI (TDCT),2.5e-4 / 30 (exp.),0.00025,0.146,0.146,
Na⁺,Na+,Thiophosphate,Other,–,Na₃PS₄ (tetragonal),2.6e-5 / 25 (exp.),2.6e-05,0.49,0.49,
Na⁺,Na+,Thiophosphate (c-Na₃PS₄),Other,–,"Na₃PS₄ (cubic, undoped)",2.2e-4 / 25 (exp.),0.00022,0.39,0.39,
Na⁺,Na+,Thiophosphate (cubic),Other,Ca²⁺ substitution on Na-site (vacancy creation),Na₂.₇₃₀Ca₀.₁₃₅PS₄ (Ca-doped),9.4e-4 / 25 (exp.),0.00094,0.36,0.36,
Na⁺,Na+,Thiophosphate-type chalcogenide,Other,–,Na₃SbS₄ (tetragonal),8.9e-5 / 25 (exp.),8.9e-05,0.28,0.28,
Na⁺,Na+,Thiophosphate-type chalcogenide,Other,Partial S→Se substitution,Na₃SbS₃Se (cubic),3.75e-4 / 25 (exp.),0.000375,0.21,0.21,
Na⁺,Na+,Thiophosphate-type chalcogenide,Other,Higher Se substitution,Na₃SbS₂Se₂ (cubic),2.80e-4 / 25 (exp.),0.00028,0.19,0.19,
Li⁺,Li+,Halide (Li₃InCl₆),Halide,–,Li₃InCl₆,~1e-3 / 25 °C (exp. literature),0.001,–,0.29,
Li⁺,Li+,"New iodide-based sulfide (Pnma space group, derived from β-Li₃PS₄ + LiI)",Halide,Incorporation of LiI into Li₃PS₄ lattice,Li₇P₂S₈I,6.3e-4 / 25 (exp.),0.00063,–,,
Na⁺,Na+,Sulfide (tetragonal),Other,–,Na₃SbS₄,0.34e-3 / 30,0.00034,–,,
Na⁺,Na+,Glass-ceramic sulfide,Amorphous,I⁻ incorporation (NaI),0.1NaI·0.9Na₃SbS₄,0.74e-3 / 30,0.00074,~0.2–0.3,0.2,
Na⁺,Na+,Glass-ceramic sulfide,Amorphous,Br⁻ incorporation,0.1NaBr·0.9Na₃SbS₄,0.30e-3 / 30,0.0003,0.33,0.33,
Li⁺,Li+,Halide (hcp),Halide,–,Li₃YCl₆,"1.4e-4 / 25 °C; Ea=0.70 (<130 °C), Ea=0.22 (>130 °C); extrapolated σRT ≈ 2.9e-2",0.00014,0.70 / 0.22,0.22,
Li⁺,Li+,Halide (mixed phase),Halide,Partial substitution of In³⁺ for Y³⁺,Li₃Y₀.₅In₀.₅Cl₆,1.42e-3 / 25 (exp.),0.00142,0.30,0.3,
Li⁺,Li+,Halide (ccp),Halide,Full substitution of In³⁺ for Y³⁺,Li₃InCl₆,~1e-3 / 25 °C (exp. literature),0.001,–,0.29,
